Date,Open,High,Low,Close,Adj Close,Volume
2018-08-27,76264.000000,78008.000000,76264.000000,77930.000000,77930.000000,2750600
2018-08-28,77928.000000,78038.000000,77149.000000,77473.000000,77473.000000,2964800
2018-08-29,77472.000000,78783.000000,77399.000000,78389.000000,78389.000000,3127600
2018-08-30,78389.000000,78389.000000,76372.000000,76404.000000,76404.000000,3546800
2018-08-31,76386.000000,77202.000000,76026.000000,76678.000000,76678.000000,4145600
2018-09-03,76675.000000,76675.000000,75729.000000,76193.000000,76193.000000,1673300
2018-09-04,76192.000000,76192.000000,74605.000000,74712.000000,74712.000000,3162300
2018-09-05,74712.000000,75370.000000,74276.000000,75092.000000,75092.000000,2830400
2018-09-06,75098.000000,76533.000000,74986.000000,76416.000000,76416.000000,3298500
2018-09-10,76416.000000,77293.000000,76115.000000,76436.000000,76436.000000,3105200
2018-09-11,76437.000000,76437.000000,74275.000000,74657.000000,74657.000000,0
2018-09-12,74680.000000,75680.000000,74499.000000,75125.000000,75125.000000,3709100
2018-09-13,75126.000000,75407.000000,74501.000000,74687.000000,74687.000000,3062100
2018-09-14,74687.000000,75705.000000,74445.000000,75429.000000,75429.000000,3231700
2018-09-17,75428.000000,76893.000000,75227.000000,76789.000000,76789.000000,3397600
2018-09-18,76781.000000,78454.000000,76677.000000,78314.000000,78314.000000,4167000
2018-09-19,78268.000000,79021.000000,77624.000000,78169.000000,78169.000000,3780800
2018-09-20,78169.000000,78944.000000,77820.000000,78116.000000,78116.000000,3137600
2018-09-21,78116.000000,80002.000000,78116.000000,79444.000000,79444.000000,4666800
2018-09-24,79447.000000,79447.000000,77857.000000,77984.000000,77984.000000,0
2018-09-25,77980.000000,78688.000000,77005.000000,78630.000000,78630.000000,3700400
2018-09-26,78634.000000,79461.000000,78530.000000,78656.000000,78656.000000,3735300
2018-09-27,78676.000000,80107.000000,78676.000000,80000.000000,80000.000000,4475000
2018-09-28,80000.000000,80000.000000,78967.000000,79342.000000,79342.000000,4061400
2018-10-01,79350.000000,79557.000000,78091.000000,78624.000000,78624.000000,3134400
2018-10-02,78625.000000,81778.000000,78625.000000,81612.000000,81612.000000,5929900
2018-10-03,81624.000000,85442.000000,81623.000000,83273.000000,83273.000000,7618600
2018-10-04,83275.000000,83430.000000,81892.000000,82953.000000,82953.000000,4935600
2018-10-05,82972.000000,83805.000000,82030.000000,82322.000000,82322.000000,5394800
2018-10-08,82324.000000,87333.000000,82324.000000,86084.000000,86084.000000,9999000
2018-10-09,86053.000000,86573.000000,85433.000000,86088.000000,86088.000000,6461000
2018-10-10,86084.000000,86085.000000,83679.000000,83679.000000,83679.000000,0
2018-10-11,83700.000000,84749.000000,82607.000000,82921.000000,82921.000000,5188700
2018-10-15,82922.000000,84278.000000,82922.000000,83360.000000,83360.000000,4782900
2018-10-16,83420.000000,85718.000000,83420.000000,85718.000000,85718.000000,4811300
2018-10-17,85714.000000,86167.000000,84944.000000,85764.000000,85764.000000,4858600
2018-10-18,85760.000000,85760.000000,83846.000000,83847.000000,83847.000000,4085300
2018-10-19,83845.000000,84954.000000,83667.000000,84220.000000,84220.000000,3753500
2018-10-22,84222.000000,85772.000000,84222.000000,85597.000000,85597.000000,3873700
2018-10-23,85595.000000,85595.000000,84032.000000,85300.000000,85300.000000,4388100
2018-10-24,85302.000000,85786.000000,83035.000000,83064.000000,83064.000000,4679200
2018-10-25,83124.000000,84831.000000,83124.000000,84084.000000,84084.000000,0
2018-10-26,84084.000000,85720.000000,83497.000000,85720.000000,85720.000000,6471500
2018-10-29,85728.000000,88377.000000,82783.000000,83797.000000,83797.000000,7733900
2018-10-30,83802.000000,86990.000000,83802.000000,86886.000000,86886.000000,6556900
2018-10-31,86889.000000,88028.000000,86213.000000,87424.000000,87424.000000,5889800
2018-11-01,87428.000000,89017.000000,87094.000000,88419.000000,88419.000000,5878400
2018-11-05,88418.000000,89598.000000,88347.000000,89598.000000,89598.000000,4620800
2018-11-06,89587.000000,89587.000000,88066.000000,88669.000000,88669.000000,0
2018-11-07,88676.000000,89565.000000,87541.000000,87714.000000,87714.000000,4371300
2018-11-08,87719.000000,88570.000000,85620.000000,85620.000000,85620.000000,5297700
2018-11-09,85620.000000,86233.000000,84030.000000,85641.000000,85641.000000,4814400
2018-11-12,85644.000000,86227.000000,85009.000000,85525.000000,85525.000000,3534000
2018-11-13,85531.000000,85941.000000,84071.000000,84914.000000,84914.000000,4410700
2018-11-14,84898.000000,85973.000000,84267.000000,85973.000000,85973.000000,5591600
2018-11-16,85975.000000,88516.000000,85975.000000,88515.000000,88515.000000,5184200
2018-11-19,88472.000000,88484.000000,87047.000000,87901.000000,87901.000000,3642100
2018-11-21,87896.000000,87896.000000,86254.000000,87269.000000,87269.000000,4140600
2018-11-22,87269.000000,87656.000000,87222.000000,87477.000000,87477.000000,2244500
2018-11-23,87479.000000,87479.000000,85763.000000,86230.000000,86230.000000,4148700
2018-11-26,86237.000000,87147.000000,84905.000000,85547.000000,85547.000000,4557300
2018-11-27,85547.000000,88018.000000,85377.000000,87891.000000,87891.000000,4971300
2018-11-28,87891.000000,89483.000000,87153.000000,89251.000000,89251.000000,5295600
2018-11-29,89145.000000,89910.000000,88475.000000,89710.000000,89710.000000,4257400
2018-11-30,89709.000000,90246.000000,89258.000000,89504.000000,89504.000000,6736700
2018-12-03,89511.000000,91242.000000,89429.000000,89820.000000,89820.000000,5935600
2018-12-04,89820.000000,90452.000000,88041.000000,88624.000000,88624.000000,4879700
2018-12-05,88644.000000,89111.000000,88449.000000,89040.000000,89040.000000,2790000
2018-12-06,88933.000000,88933.000000,87025.000000,88846.000000,88846.000000,4370100
2018-12-07,88849.000000,89986.000000,87907.000000,88115.000000,88115.000000,4479100
2018-12-10,88115.000000,88384.000000,85915.000000,85915.000000,85915.000000,4084400
2018-12-11,85918.000000,87520.000000,85583.000000,86420.000000,86420.000000,4390100
2018-12-12,86420.000000,87946.000000,86420.000000,86977.000000,86977.000000,5000500
2018-12-13,86979.000000,87842.000000,86856.000000,87838.000000,87838.000000,3658600
2018-12-14,87838.000000,88184.000000,87106.000000,87450.000000,87450.000000,3553300
2018-12-17,87448.000000,87820.000000,86328.000000,86400.000000,86400.000000,3849300
2018-12-18,86400.000000,87274.000000,86400.000000,86610.000000,86610.000000,4093500
2018-12-19,86617.000000,88101.000000,85674.000000,85674.000000,85674.000000,5664200
2018-12-20,85678.000000,86584.000000,84756.000000,85269.000000,85269.000000,6100500
2018-12-21,85269.000000,86554.000000,85134.000000,85697.000000,85697.000000,6076200
2018-12-26,85684.000000,85684.000000,83892.000000,85136.000000,85136.000000,3355100
2018-12-27,85141.000000,85739.000000,84876.000000,85460.000000,85460.000000,3820900
2018-12-28,85469.000000,88044.000000,85469.000000,87887.000000,87887.000000,3649100
2019-01-02,87887.000000,91479.000000,87536.000000,91012.000000,91012.000000,5615400
2019-01-03,91011.000000,91596.000000,89922.000000,91564.000000,91564.000000,6066200
2019-01-04,91577.000000,92701.000000,90824.000000,91841.000000,91841.000000,5322100
2019-01-07,91845.000000,92552.000000,91288.000000,91699.000000,91699.000000,4565000
2019-01-08,91699.000000,92231.000000,91064.000000,92032.000000,92032.000000,4496500
2019-01-09,92033.000000,93626.000000,92028.000000,93613.000000,93613.000000,5011400
2019-01-10,93599.000000,93987.000000,93050.000000,93806.000000,93806.000000,4840600
2019-01-11,93806.000000,93961.000000,93359.000000,93658.000000,93658.000000,5330500
2019-01-14,93645.000000,94474.000000,93335.000000,94474.000000,94474.000000,4486900
2019-01-15,94474.000000,94695.000000,93402.000000,94056.000000,94056.000000,4836400
2019-01-16,94057.000000,94393.000000,93687.000000,94393.000000,94393.000000,4257400
2019-01-17,94393.000000,95682.000000,93950.000000,95351.000000,95351.000000,4944200
2019-01-18,95386.000000,96396.000000,95386.000000,96097.000000,96097.000000,4884000
2019-01-21,96093.000000,96093.000000,94863.000000,96010.000000,96010.000000,2717600
2019-01-22,96008.000000,96070.000000,94662.000000,95103.000000,95103.000000,4256000
2019-01-23,95116.000000,96576.000000,95116.000000,96558.000000,96558.000000,0
2019-01-24,96558.000000,97677.000000,96558.000000,97677.000000,97677.000000,5019400
2019-01-28,97674.000000,97937.000000,94783.000000,95444.000000,95444.000000,7185300
2019-01-29,95508.000000,96751.000000,95508.000000,95639.000000,95639.000000,5262000
2019-01-30,95643.000000,97107.000000,95643.000000,96996.000000,96996.000000,6164400
2019-01-31,96996.000000,98405.000000,96996.000000,97394.000000,97394.000000,5976000
2019-02-01,97395.000000,98044.000000,96990.000000,97861.000000,97861.000000,4301600
2019-02-04,97861.000000,98589.000000,96901.000000,98589.000000,98589.000000,4278300
2019-02-05,98587.000000,98587.000000,97596.000000,98311.000000,98311.000000,4773700
2019-02-06,98308.000000,98308.000000,94636.000000,94636.000000,94636.000000,5458200
2019-02-07,94654.000000,95642.000000,93507.000000,94406.000000,94406.000000,5612500
2019-02-08,94401.000000,95486.000000,93424.000000,95343.000000,95343.000000,5302500
2019-02-11,95351.000000,95499.000000,93737.000000,94413.000000,94413.000000,3767300
2019-02-12,94420.000000,96571.000000,94420.000000,96168.000000,96168.000000,4915000
2019-02-13,96169.000000,96804.000000,95389.000000,95842.000000,95842.000000,5814400
2019-02-14,95843.000000,98019.000000,94915.000000,98015.000000,98015.000000,5222300
2019-02-15,98015.000000,98238.000000,97083.000000,97526.000000,97526.000000,4586300
2019-02-18,97527.000000,97527.000000,96239.000000,96510.000000,96510.000000,2837100
2019-02-19,96513.000000,98185.000000,96513.000000,97659.000000,97659.000000,4830600
2019-02-20,97661.000000,98544.000000,96545.000000,96545.000000,96545.000000,5906800
2019-02-21,96546.000000,97231.000000,95793.000000,96932.000000,96932.000000,5814100
2019-02-22,96929.000000,97887.000000,96929.000000,97886.000000,97886.000000,4426600
2019-02-25,97881.000000,98190.000000,97087.000000,97240.000000,97240.000000,4360000
2019-02-26,97242.000000,97904.000000,97235.000000,97603.000000,97603.000000,3555100
2019-02-27,97603.000000,97782.000000,96886.000000,97307.000000,97307.000000,3873500
2019-02-28,97307.000000,97528.000000,95364.000000,95584.000000,95584.000000,5365700
2019-03-01,95584.000000,96113.000000,94394.000000,94604.000000,94604.000000,4054700
2019-03-06,null,null,null,null,null,null
2019-03-07,94216.000000,94532.000000,93729.000000,94340.000000,94340.000000,4104300
2019-03-08,94340.000000,95476.000000,93305.000000,95365.000000,95365.000000,4054200
2019-03-11,95384.000000,98027.000000,95384.000000,98027.000000,98027.000000,4251500
2019-03-12,98038.000000,98150.000000,97267.000000,97828.000000,97828.000000,3832900
2019-03-13,97831.000000,99267.000000,97464.000000,98904.000000,98904.000000,4812100
2019-03-14,98905.000000,99036.000000,97776.000000,98605.000000,98605.000000,3584500
2019-03-15,98605.000000,99393.000000,98597.000000,99137.000000,99137.000000,5136400
2019-03-18,99141.000000,100038.000000,99141.000000,99994.000000,99994.000000,4204100
2019-03-19,99991.000000,100439.000000,99373.000000,99588.000000,99588.000000,5231100
2019-03-20,99588.000000,99708.000000,97981.000000,98041.000000,98041.000000,4633200
2019-03-21,98041.000000,98046.000000,95456.000000,96729.000000,96729.000000,5321200
2019-03-22,96725.000000,96725.000000,93380.000000,93735.000000,93735.000000,6001100
2019-03-25,93735.000000,94384.000000,93103.000000,93662.000000,93662.000000,4508400
2019-03-26,93668.000000,95525.000000,93668.000000,95307.000000,95307.000000,4660700
2019-03-27,95297.000000,95297.000000,91903.000000,91903.000000,91903.000000,5726900
2019-03-28,91901.000000,94854.000000,91584.000000,94389.000000,94389.000000,5192300
2019-03-29,94402.000000,95863.000000,94402.000000,95415.000000,95415.000000,4674600
2019-04-01,95423.000000,96752.000000,95423.000000,96054.000000,96054.000000,3753500
2019-04-02,96062.000000,96690.000000,94825.000000,95387.000000,95387.000000,3713200
2019-04-03,95392.000000,96442.000000,94124.000000,94491.000000,94491.000000,4308900
2019-04-04,94503.000000,96394.000000,94334.000000,96313.000000,96313.000000,4086200
2019-04-05,96319.000000,97493.000000,96152.000000,97108.000000,97108.000000,3689000
2019-04-08,97110.000000,97610.000000,96743.000000,97369.000000,97369.000000,3430800
2019-04-09,97366.000000,97366.000000,95488.000000,96292.000000,96292.000000,3733400
2019-04-10,96292.000000,96902.000000,95670.000000,95953.000000,95953.000000,4574600
2019-04-11,95954.000000,95954.000000,94173.000000,94755.000000,94755.000000,3530500
2019-04-12,94747.000000,94768.000000,92516.000000,92875.000000,92875.000000,6712200
2019-04-15,92875.000000,93723.000000,92697.000000,93083.000000,93083.000000,4629800
2019-04-16,93082.000000,95062.000000,92879.000000,94333.000000,94333.000000,4581600
2019-04-17,94337.000000,95042.000000,92338.000000,93285.000000,93285.000000,6458600
2019-04-18,93285.000000,95140.000000,93285.000000,94578.000000,94578.000000,4933300
2019-04-22,94578.000000,95038.000000,93721.000000,94588.000000,94588.000000,3176600
2019-04-23,94590.000000,96315.000000,94590.000000,95923.000000,95923.000000,4309100
2019-04-24,95923.000000,95923.000000,94163.000000,95045.000000,95045.000000,4658800
2019-04-25,95027.000000,96552.000000,94213.000000,96552.000000,96552.000000,4878200
2019-04-26,96552.000000,96563.000000,95620.000000,96236.000000,96236.000000,3767100
2019-04-29,96254.000000,97123.000000,96004.000000,96188.000000,96188.000000,3225400
2019-04-30,96191.000000,96707.000000,95613.000000,96353.000000,96353.000000,4228600
2019-05-02,96339.000000,96339.000000,95312.000000,95528.000000,95528.000000,3863600
2019-05-03,95521.000000,96315.000000,95521.000000,96008.000000,96008.000000,4014800
2019-05-06,95992.000000,95992.000000,94540.000000,95009.000000,95009.000000,3216000
2019-05-07,95009.000000,95009.000000,92750.000000,94389.000000,94389.000000,4907400
2019-05-08,94389.000000,96312.000000,94389.000000,95597.000000,95597.000000,4916500
2019-05-09,95597.000000,95597.000000,93883.000000,94808.000000,94808.000000,4152200
2019-05-10,94809.000000,94848.000000,93234.000000,94258.000000,94258.000000,4097900
2019-05-13,94252.000000,94252.000000,91600.000000,91727.000000,91727.000000,4662600
2019-05-14,91736.000000,92529.000000,91562.000000,92092.000000,92092.000000,4045400
2019-05-15,92088.000000,92088.000000,90295.000000,91623.000000,91623.000000,4791900
2019-05-16,91622.000000,91622.000000,89778.000000,90024.000000,90024.000000,5570000
2019-05-17,90023.000000,91321.000000,89409.000000,89993.000000,89993.000000,5342700
2019-05-20,90006.000000,92117.000000,89822.000000,91946.000000,91946.000000,4620000
2019-05-21,91946.000000,94573.000000,91946.000000,94485.000000,94485.000000,5397000
